Date,pca
1949-02-01,-452.0871448826101
1949-03-01,-450.91731771034904
1949-04-01,-451.5435957902811
1949-05-01,-451.9823611615962
1949-06-01,-459.11863753448773
1949-07-01,-451.6804778512901
1949-08-01,-447.7649788529734
1949-09-01,-446.59713633153706
1949-10-01,-442.29838422725396
1949-11-01,-440.9904883418719
1949-12-01,-436.3823508450666
1950-01-01,-432.9974058761444
1950-02-01,-430.23581140026033
1950-03-01,-429.61488871851276
1950-04-01,-425.50858374868517
1950-05-01,-421.0764965061437
1950-06-01,-419.1621568214533
1950-07-01,-432.01289861542205
1950-08-01,-424.5311795565094
1950-09-01,-419.80754207971205
1950-10-01,-414.5847460965432
1950-11-01,-415.4707530541301
1950-12-01,-417.8123331293551
1951-01-01,-408.6625173517451
1951-02-01,-404.31244134772
1951-03-01,-407.7467401646769
1951-04-01,-405.53519163590374
1951-05-01,-406.05351367632306
1951-06-01,-408.9759663689441
1951-07-01,-406.0875560545618
1951-08-01,-398.76237843175704
1951-09-01,-395.509251868848
1951-10-01,-397.0497340242995
1951-11-01,-403.15282753230747
1951-12-01,-398.502322088338
1952-01-01,-392.6535263979553
1952-02-01,-394.74075644039794
1952-03-01,-394.29179801266815
1952-04-01,-395.43775001158366
1952-05-01,-395.51490161951176
1952-06-01,-391.25385812660716
1952-07-01,-387.2705669758152
1952-08-01,-386.52858345494616
1952-09-01,-389.5032437558633
1952-10-01,-393.3759264814653
1952-11-01,-387.6363899919529
1952-12-01,-380.1138968258367
1953-01-01,-378.40967498017653
1953-02-01,-380.14203818936073
1953-03-01,-379.82066082812037
1953-04-01,-389.38157969767207
1953-05-01,-389.0254391072914
1953-06-01,-396.23976136152874
1953-07-01,-393.7127612855387
1953-08-01,-393.57656096607184
1953-09-01,-401.8547903161392
1953-10-01,-397.268548488983
1953-11-01,-392.75990710114473
1953-12-01,-390.3261288654359
1954-01-01,-385.6631308235782
1954-02-01,-381.5178263039196
1954-03-01,-377.4446871513153
1954-04-01,-368.91479782298796
1954-05-01,-361.4585009155184
1954-06-01,-359.7490443985745
1954-07-01,-351.09963151242965
1954-08-01,-346.65519651194927
1954-09-01,-340.5523432737341
1954-10-01,-335.1156981282956
1954-11-01,-325.7465728536208
1954-12-01,-313.5029950041661
1955-01-01,-308.7964297474294
1955-02-01,-299.9127981278516
1955-03-01,-302.0498592380961
1955-04-01,-292.6419552094148
1955-05-01,-293.8093989358656
1955-06-01,-277.55051123080403
1955-07-01,-256.9313247938875
1955-08-01,-258.8418119635644
1955-09-01,-245.75004527356032
1955-10-01,-262.2227463719583
1955-11-01,-241.19969683880976
1955-12-01,-236.94621185652574
1956-01-01,-245.98781543462957
1956-02-01,-243.90059087400618
1956-03-01,-221.18938672622966
1956-04-01,-218.2370683038709
1956-05-01,-230.5669638472579
1956-06-01,-234.8251224766734
1956-07-01,-218.81921206167164
1956-08-01,-219.772664889263
1956-09-01,-232.9555206430768
1956-10-01,-238.42861193835245
1956-11-01,-241.9164437049959
1956-12-01,-238.09525453247647
1957-01-01,-245.39969071878573
1957-02-01,-260.58234499901164
1957-03-01,-257.58004221409345
1957-04-01,-251.29736972076495
1957-05-01,-239.99857646812217
1957-06-01,-235.59218016849667
1957-07-01,-230.9526566490478
1957-08-01,-249.80499812402076
1957-09-01,-262.9367451511713
1957-10-01,-282.29897967582997
1957-11-01,-289.4943903471818
1957-12-01,-289.6469192518742
1958-01-01,-285.92525602764596
1958-02-01,-284.96345811402057
1958-03-01,-280.8749251863215
1958-04-01,-280.2130915394511
1958-05-01,-270.8070537160974
1958-06-01,-263.548966827057
1958-07-01,-256.015802789251
1958-08-01,-243.11532136456339
1958-09-01,-234.38949108662115
1958-10-01,-220.5986622428399
1958-11-01,-210.97567971822093
1958-12-01,-202.99063894719228
1959-01-01,-189.39611923726642
1959-02-01,-194.07331492757288
1959-03-01,-184.42290538054988
1959-04-01,-179.09995652716452
1959-05-01,-173.13000259607486
1959-06-01,-177.78114065514842
1959-07-01,-163.33644586288324
1959-08-01,-165.6685767065577
1959-09-01,-183.00468708605655
1959-10-01,-184.5395472810971
1959-11-01,-182.96946797474584
1959-12-01,-170.48473555050157
1960-01-01,-176.29975292280272
1960-02-01,-192.85943244079021
1960-03-01,-198.04349207067224
1960-04-01,-194.363352288547
1960-05-01,-197.84541372591144
1960-06-01,-185.15520723036707
1960-07-01,-194.78950353952507
1960-08-01,-190.2403454653711
1960-09-01,-201.7711547041697
1960-10-01,-211.28504000096876
1960-11-01,-199.55256638404734
1960-12-01,-190.5861947070947
1961-01-01,-170.91712781834246
1961-02-01,-154.41662293075348
1961-03-01,-141.2855340272858
1961-04-01,-129.76697689945524
1961-05-01,-125.25335967446608
1961-06-01,-131.1934255239762
1961-07-01,-135.03753213834403
1961-08-01,-117.92753772883987
1961-09-01,-122.83371785291325
1961-10-01,-117.86171883397361
1961-11-01,-97.20649792815271
1961-12-01,-92.7662534005749
1962-01-01,-110.6454226088278
1962-02-01,-104.31606988486794
1962-03-01,-103.83219412394715
1962-04-01,-120.1330366085229
1962-05-01,-153.83102854829264
1962-06-01,-202.85295365884582
1962-07-01,-195.0388206930271
1962-08-01,-184.7385288289742
1962-09-01,-189.31705208603455
1962-10-01,-201.422083711416
1962-11-01,-175.77625011260193
1962-12-01,-158.5498212199946
1963-01-01,-142.5187593468553
1963-02-01,-136.81792999077044
1963-03-01,-139.74694266297
1963-04-01,-119.32522583770361
1963-05-01,-110.20310779065278
1963-06-01,-111.73724716374534
1963-07-01,-119.89633240784377
1963-08-01,-107.35058250798
1963-09-01,-95.06333721330572
1963-10-01,-95.26023703021394
1963-11-01,-97.93926706436548
1963-12-01,-89.18609234088575
1964-01-01,-74.29437546820776
1964-02-01,-68.14423057685127
1964-03-01,-58.92721253282639
1964-04-01,-51.471120342561335
1964-05-01,-46.37085870400665
1964-06-01,-50.993298843808475
1964-07-01,-33.14099404008698
1964-08-01,-39.508846513670846
1964-09-01,-31.8780057203835
1964-10-01,-22.524648141114653
1964-11-01,-20.279679712776215
1964-12-01,-29.84582429268812
1965-01-01,-15.855620738332618
1965-02-01,-11.770174189103955
1965-03-01,-12.839722305604369
1965-04-01,-7.075875894266915
1965-05-01,1.3650510849898865
1965-06-01,-28.98145971411691
1965-07-01,-29.80133041193028
1965-08-01,-19.675551902309394
1965-09-01,-1.1822302353687064
1965-10-01,10.058327774431291
1965-11-01,14.926031152438668
1965-12-01,10.624230395018913
1966-01-01,20.75817428533537
1966-02-01,13.479291049058702
1966-03-01,-12.156980920137016
1966-04-01,1.826644117191563
1966-05-01,-28.395285675092282
1966-06-01,-34.37750193806539
1966-07-01,-37.21992945471868
1966-08-01,-72.32331715327939
1966-09-01,-89.93199703513955
1966-10-01,-96.72973183915832
1966-11-01,-72.90920899986861
1966-12-01,-70.80993149018559
1967-01-01,-51.55964062992382
1967-02-01,-33.6162918978921
1967-03-01,-22.39116098688578
1967-04-01,-14.421751994432157
1967-05-01,-5.942576057652104
1967-06-01,-14.544979097680653
1967-07-01,-6.409901682704799
1967-08-01,1.0862710758809726
1967-09-01,7.562628215688733
1967-10-01,5.140649332520184
1967-11-01,-14.447797984165163
1967-12-01,-0.03380690120445706
1968-01-01,-4.541680070580014
1968-02-01,-31.580179269934547
1968-03-01,-42.83112964206953
1968-04-01,-5.1499150910609615
1968-05-01,6.429111102526804
1968-06-01,18.978495459883334
1968-07-01,14.827854934389961
1968-08-01,0.5611778763390021
1968-09-01,17.726832522737936
1968-10-01,29.281414681738966
1968-11-01,37.051642313973616
1968-12-01,41.899720084496494
1969-01-01,14.48939619075486
1969-02-01,8.751063149295874
1969-03-01,-7.986120173538211
1969-04-01,0.604935050224185
1969-05-01,17.847173161007845
1969-06-01,-15.636063202919217
1969-07-01,-43.03685535979537
1969-08-01,-48.48609200714384
1969-09-01,-47.88255903123604
1969-10-01,-44.76891994526818
1969-11-01,-43.43466069620456
1969-12-01,-73.7986919182909
1970-01-01,-79.32261185091875
1970-02-01,-98.71683225208301
1970-03-01,-92.82056847883752
1970-04-01,-110.58302113489566
1970-05-01,-164.6463158680122
1970-06-01,-168.98189736364367
1970-07-01,-170.0922755815664
1970-08-01,-158.41875292295344
1970-09-01,-135.61457302422508
1970-10-01,-128.1250834123698
1970-11-01,-130.55481672396974
1970-12-01,-102.37349846377481
1971-01-01,-84.41556878198168
1971-02-01,-66.61023929740298
1971-03-01,-54.75871522232194
1971-04-01,-38.23704727101199
1971-05-01,-47.744959510217086
1971-06-01,-60.72506310628228
1971-07-01,-65.48867892195159
1971-08-01,-75.54462822748013
1971-09-01,-64.50089620479582
1971-10-01,-76.30976521312215
1971-11-01,-99.28184284978016
1971-12-01,-68.80505022603478
1972-01-01,-47.83732734148691
1972-02-01,-40.41319339219251
1972-03-01,-28.89924835331601
1972-04-01,-24.474033151748813
1972-05-01,-31.11974580544063
1972-06-01,-30.71705328645396
1972-07-01,-36.91956700332548
1972-08-01,-19.071873843952744
1972-09-01,-28.139615244248716
1972-10-01,-29.335968744772913
1972-11-01,-3.235863305019734
1972-12-01,7.470771963411266
1973-01-01,10.762588182057812
1973-02-01,-13.25124497231809
1973-03-01,-26.376103033680465
1973-04-01,-39.67977476897454
1973-05-01,-57.61984422572766
1973-06-01,-72.01049243114267
1973-07-01,-68.18298955244961
1973-08-01,-85.12331920029521
1973-09-01,-77.58423700784397
1973-10-01,-61.72995137050839
1973-11-01,-100.5337493436428
1973-12-01,-136.23818503150437
1974-01-01,-133.31903248103328
1974-02-01,-149.99588935976004
1974-03-01,-136.63291212686886
1974-04-01,-160.26269095473208
1974-05-01,-176.7714764270359
1974-06-01,-178.91765852277678
1974-07-01,-227.012630514609
1974-08-01,-244.51426830251432
1974-09-01,-281.3384444732563
1974-10-01,-278.1350313185794
1974-11-01,-270.39428464183715
1974-12-01,-291.7551651998431
1975-01-01,-269.8832547587925
1975-02-01,-240.71474595208986
1975-03-01,-226.64817895118273
1975-04-01,-223.9021139637843
1975-05-01,-203.60444470297602
1975-06-01,-196.5622230855543
1975-07-01,-199.62233240853567
1975-08-01,-227.37021868343453
1975-09-01,-233.0722917120927
1975-10-01,-219.0808580520345
1975-11-01,-215.2288668130297
1975-12-01,-221.654899868447
1976-01-01,-190.05363785149598
1976-02-01,-176.4757588993557
1976-03-01,-175.05627333968908
1976-04-01,-173.05358267474202
1976-05-01,-178.03241450832837
1976-06-01,-177.36688803252855
1976-07-01,-169.799443762961
1976-08-01,-174.9297123990957
1976-09-01,-167.62852763589325
1976-10-01,-182.98893170014549
1976-11-01,-186.16278963770293
1976-12-01,-173.95730040731485
1977-01-01,-178.98546103241625
1977-02-01,-192.65652652311957
1977-03-01,-196.17980430418555
1977-04-01,-204.39067848641469
1977-05-01,-206.90424595402538
1977-06-01,-206.86356413589573
1977-07-01,-204.96156484610327
1977-08-01,-214.80809785903432
1977-09-01,-221.2221593774292
1977-10-01,-231.1154674372654
1977-11-01,-230.47613295295724
1977-12-01,-232.983904295427
1978-01-01,-247.45493549647483
1978-02-01,-253.59687565290938
1978-03-01,-256.1333282132876
1978-04-01,-244.41225755123799
1978-05-01,-230.4251687025503
1978-06-01,-232.42339415335647
1978-07-01,-236.04593293027563
1978-08-01,-214.279323774155
1978-09-01,-216.36652718971317
1978-10-01,-229.94161150209294
1978-11-01,-250.89334168236758
1978-12-01,-247.27148219319395
1979-01-01,-237.46081623261546
1979-02-01,-245.28749235657574
1979-03-01,-241.6543413903795
1979-04-01,-238.01761388304737
1979-05-01,-248.8164202713014
1979-06-01,-245.2514668936434
1979-07-01,-244.79311157074022
1979-08-01,-232.4109948514889
1979-09-01,-231.41851819876217
1979-10-01,-246.10676119974806
1979-11-01,-250.81455721460514
1979-12-01,-240.86269724547628
1980-01-01,-235.0411069796225
1980-02-01,-225.45413807467696
1980-03-01,-260.448631271009
1980-04-01,-267.96993073833005
1980-05-01,-256.58197649960726
1980-06-01,-239.33966112315488
1980-07-01,-224.44163187304014
1980-08-01,-215.74346372233077
1980-09-01,-209.43176851135064
1980-10-01,-201.52410393929637
1980-11-01,-188.36068748056454
1980-12-01,-197.0538094727297
1981-01-01,-200.63993939245046
1981-02-01,-215.99690628811726
1981-03-01,-204.67848873238188
1981-04-01,-203.1890213510125
1981-05-01,-212.51702767297718
1981-06-01,-213.17172550024128
1981-07-01,-224.4585310712963
1981-08-01,-225.0073109184267
1981-09-01,-256.9942105660605
1981-10-01,-253.54224570273016
1981-11-01,-246.16383215788971
1981-12-01,-244.54568377370924
1982-01-01,-262.18896735902524
1982-02-01,-270.15557228374803
1982-03-01,-279.5481340168832
1982-04-01,-266.21093214231206
1982-05-01,-267.9823666992749
1982-06-01,-287.67617847945
1982-07-01,-289.468268610314
1982-08-01,-289.1314804339063
1982-09-01,-257.4439556206705
1982-10-01,-232.16281706911843
1982-11-01,-218.07544668240763
1982-12-01,-213.80291775317312
1983-01-01,-201.92409082393658
1983-02-01,-195.87095801386704
1983-03-01,-182.98892321899808
1983-04-01,-170.33324775218733
1983-05-01,-155.9958148930897
1983-06-01,-151.1194558196607
1983-07-01,-150.7820047068755
1983-08-01,-163.07087454174035
1983-09-01,-152.5694631349848
1983-10-01,-152.17062886392802
1983-11-01,-158.89628676049938
1983-12-01,-161.1220552393125
1984-01-01,-157.85048216908126
1984-02-01,-181.47194275085798
1984-03-01,-181.70610068634443
1984-04-01,-182.49437834948077
1984-05-01,-185.66481551800632
1984-06-01,-194.88872196064335
1984-07-01,-200.70735049457568
1984-08-01,-169.59297453321074
1984-09-01,-166.80354393925825
1984-10-01,-170.70709375769934
1984-11-01,-167.11141777290345
1984-12-01,-171.42341608095154
1985-01-01,-154.9393040589611
1985-02-01,-134.09488433358337
1985-03-01,-138.7965000090531
1985-04-01,-137.36198836841282
1985-05-01,-128.31616488782265
1985-06-01,-119.7359974173919
1985-07-01,-111.83554109677073
1985-08-01,-122.31982607345708
1985-09-01,-133.04949866557115
1985-10-01,-129.24572131496575
1985-11-01,-103.65013580242191
1985-12-01,-81.65280173034665
1986-01-01,-80.46582399333522
1986-02-01,-53.392745981258486
1986-03-01,-21.538006945055145
1986-04-01,-7.466549597042103
1986-05-01,-7.353695284993364
1986-06-01,6.398819895992119
1986-07-01,-5.49407894713454
1986-08-01,4.98611006600845
1986-09-01,-12.354913152422455
1986-10-01,-14.801894074325787
1986-11-01,2.7018329879698513
1986-12-01,10.447053483281593
1987-01-01,44.659347955851786
1987-02-01,80.91637926124565
1987-03-01,105.5669733707673
1987-04-01,95.77567943065242
1987-05-01,93.69320302573374
1987-06-01,120.05369455345078
1987-07-01,138.61318616161066
1987-08-01,179.78736001529842
1987-09-01,153.0535491481312
1987-10-01,65.21710059059023
1987-11-01,-14.25078791409112
1987-12-01,-23.19072754471938
1988-01-01,-2.7885583215454517
1988-02-01,13.28689878252419
1988-03-01,28.618508998092807
1988-04-01,19.750332591909228
1988-05-01,4.074912677291877
1988-06-01,34.8649612235007
1988-07-01,29.660191875477267
1988-08-01,16.126123453000673
1988-09-01,22.971541168060867
1988-10-01,42.24179702432218
1988-11-01,27.948938163736216
1988-12-01,39.325778224697615
1989-01-01,56.71335754570498
1989-02-01,73.69272003507467
1989-03-01,68.481574259024
1989-04-01,86.39161385028751
1989-05-01,108.79903061684479
1989-06-01,128.69012355297548
1989-07-01,145.03734801184805
1989-08-01,175.59488490893057
1989-09-01,175.46503817508585
1989-10-01,173.31120446915713
1989-11-01,156.87167858981832
1989-12-01,173.86209335058425
1990-01-01,150.70814147817498
1990-02-01,128.52955090890362
1990-03-01,142.7302895691431
1990-04-01,141.41185078174522
1990-05-01,165.45073569503086
1990-06-01,183.88651341072762
1990-07-01,181.2823495944342
1990-08-01,116.6495790106087
1990-09-01,81.6322794057561
1990-10-01,62.229500963595115
1990-11-01,77.92755078362393
1990-12-01,105.28478000557539
1991-01-01,96.09608165783868
1991-02-01,169.8531657885419
1991-03-01,189.39006354888375
1991-04-01,203.56757335912835
1991-05-01,198.65790387647291
1991-06-01,197.77393002306474
1991-07-01,200.90552293256098
1991-08-01,217.8126169944544
1991-09-01,211.16997665141764
1991-10-01,209.75117119449442
1991-11-01,206.33624027105225
1991-12-01,211.09116768053877
1992-01-01,265.28125097277996
1992-02-01,256.37532390275635
1992-03-01,243.43858697259054
1992-04-01,242.82718273981573
1992-05-01,256.7310968536751
1992-06-01,241.98854883021477
1992-07-01,254.2737289027873
1992-08-01,258.47987890913225
1992-09-01,258.10070653496507
1992-10-01,244.58429222129735
1992-11-01,264.1095990641388
1992-12-01,289.5497468796925
1993-01-01,286.10280344261037
1993-02-01,296.83420706965967
1993-03-01,311.3763327000055
1993-04-01,296.1032522012616
1993-05-01,299.53395438455755
1993-06-01,304.20471556311895
1993-07-01,302.73921832954204
1993-08-01,314.46737619146927
1993-09-01,323.2049198340693
1993-10-01,329.89967300496096
1993-11-01,327.6095048581261
1993-12-01,333.537613445111
1994-01-01,345.51885596024056
1994-02-01,340.8966313986034
1994-03-01,324.1415415839599
1994-04-01,291.80593696583594
1994-05-01,298.5115575748672
1994-06-01,304.2414441385081
1994-07-01,296.3124627117236
1994-08-01,318.5478755476022
1994-09-01,322.28217020357306
1994-10-01,316.0410257136235
1994-11-01,310.1048179718007
1994-12-01,299.19596426805776
1995-01-01,316.0689195471308
1995-02-01,345.28836226059343
1995-03-01,364.5497151876856
1995-04-01,390.34523533056836
1995-05-01,418.9636037751958
1995-06-01,446.844167294685
1995-07-01,480.52366178545014
1995-08-01,482.0908524183334
1995-09-01,517.4643367208884
1995-10-01,522.9630036639902
1995-11-01,546.8195126993479
1995-12-01,582.6538970867035
1996-01-01,578.2396099565932
1996-02-01,640.9158595650739
1996-03-01,632.5438587143341
1996-04-01,629.9150709305173
1996-05-01,654.3570717476831
1996-06-01,667.2523307063285
1996-07-01,621.02633415187
1996-08-01,653.762457372639
1996-09-01,673.7251671999378
1996-10-01,719.8886437045529
1996-11-01,780.8162205179821
1996-12-01,794.7005271867685
1997-01-01,833.8961560205004
1997-02-01,889.646173564931
1997-03-01,876.168938139885
1997-04-01,823.9525582026703
1997-05-01,949.7797430711952
1997-06-01,1026.835737207537
1997-07-01,1114.256729265995
1997-08-01,1115.8693346586942
1997-09-01,1130.960778160842
1997-10-01,1153.8358797716082
1997-11-01,1132.41126870453
1997-12-01,1175.9591918768824
1998-01-01,1175.76672092559
1998-02-01,1282.4190467893459
1998-03-01,1375.7309263500074
1998-04-01,1437.0206409430298
1998-05-01,1427.9788230209324
1998-06-01,1426.4223873837882
1998-07-01,1511.1845153769414
1998-08-01,1362.9905859828204
1998-09-01,1265.044407425397
1998-10-01,1283.4339749749056
1998-11-01,1483.2566853437593
1998-12-01,1565.460702886684
1999-01-01,1667.0122888588203
1999-02-01,1661.4737295541127
1999-03-01,1719.7648481084038
1999-04-01,1803.8027067779294
1999-05-01,1799.1089216231912
1999-06-01,1782.3218748016911
1999-07-01,1881.3900952551194
1999-08-01,1783.5145342262854
1999-09-01,1760.4248051500567
1999-10-01,1726.112528249891
1999-11-01,1885.2361339770014
1999-12-01,1951.537155982584
2000-01-01,1941.6829086605085
2000-02-01,1868.692828597907
2000-03-01,1949.5275799389374
2000-04-01,1981.9497809733834
2000-05-01,1905.7152107996112
2000-06-01,1973.2895469720224
2000-07-01,1988.8954802272879
2000-08-01,2010.4789829200981
2000-09-01,1972.5411167891507
2000-10-01,1835.7104073287774
2000-11-01,1813.9736067544736
2000-12-01,1733.5956736402495
2001-01-01,1732.9516214230448
2001-02-01,1676.2869547013183
2001-03-01,1468.2965680043817
2001-04-01,1470.131916265388
2001-05-01,1601.4124230059201
2001-06-01,1545.2887571174488
2001-07-01,1490.2983110053092
2001-08-01,1445.9543038350444
2001-09-01,1213.3367184826893
2001-10-01,1271.0835977673873
2001-11-01,1363.165639644576
2001-12-01,1393.5827855798193
2002-01-01,1382.9373543846696
2002-02-01,1311.2275034788827
2002-03-01,1395.0279868998168
2002-04-01,1318.0211692863495
2002-05-01,1262.9046878898143
2002-06-01,1152.2845094678896
2002-07-01,965.0092807258151
2002-08-01,977.2112813302068
2002-09-01,900.5702373988448
2002-10-01,876.9699735165674
2002-11-01,969.8037854766459
2002-12-01,953.6389626247195
2003-01-01,944.2174574892903
2003-02-01,839.3820341221862
2003-03-01,850.5852241096005
2003-04-01,924.7717877955648
2003-05-01,1002.879642804516
2003-06-01,1088.7339870474898
2003-07-01,1095.3576043457365
2003-08-01,1086.8134150091573
2003-09-01,1133.4403317267052
2003-10-01,1166.7653992189357
2003-11-01,1188.2833104512756
2003-12-01,1240.7716400670752
2004-01-01,1321.8348203245037
2004-02-01,1333.990468408007
2004-03-01,1295.1408247216432
2004-04-01,1307.2618304582484
2004-05-01,1251.0006169509238
2004-06-01,1296.859601370847
2004-07-01,1254.5233919443767
2004-08-01,1226.3422354486947
2004-09-01,1271.1782277160964
2004-10-01,1264.977359944071
2004-11-01,1348.732449079987
2004-12-01,1402.1808978811564
2005-01-01,1370.8451971888458
2005-02-01,1394.1758181738737
2005-03-01,1377.9205233838084
2005-04-01,1321.5276542836182
2005-05-01,1345.0367586800662
2005-06-01,1383.2009225317624
2005-07-01,1410.353347623011
2005-08-01,1408.0081178196274
2005-09-01,1397.315914688937
2005-10-01,1341.1824706762418
2005-11-01,1422.4395365304258
2005-12-01,1466.6058336062902
2006-01-01,1484.593845090339
2006-02-01,1479.0420420433315
2006-03-01,1499.9381245308964
2006-04-01,1503.5669301894268
2006-05-01,1478.7719557273158
2006-06-01,1418.6014499844655
2006-07-01,1426.563397791203
2006-08-01,1466.724314328886
2006-09-01,1520.5048834547179
2006-10-01,1598.9356043392463
2006-11-01,1640.7091789815954
2006-12-01,1682.8131317122352
2007-01-01,1691.2371415850102
2007-02-01,1717.0312578652324
2007-03-01,1646.4745090875394
2007-04-01,1726.9325032409638
2007-05-01,1793.0337778385706
2007-06-01,1795.3021864800935
2007-07-01,1805.6078791009345
2007-08-01,1705.2764119446579
2007-09-01,1767.5841530189841
2007-10-01,1830.4408103510432
2007-11-01,1704.731172675205
2007-12-01,1729.7336453453854
2008-01-01,1568.7622423019202
2008-02-01,1528.5578467570103
2008-03-01,1460.6378919591884
2008-04-01,1535.4336747305933
2008-05-01,1575.4641541347669
2008-06-01,1470.264295705645
2008-07-01,1338.184609296039
2008-08-01,1378.5385456466706
2008-09-01,1282.4881747576464
2008-10-01,915.2729580912018
2008-11-01,798.4703724405437
2008-12-01,796.9872362368584
2009-01-01,775.1808451971591
2009-02-01,678.8009132157637
2009-03-01,603.2710761542113
2009-04-01,741.0419869121071
2009-05-01,821.9458135112872
2009-06-01,851.6868472846835
2009-07-01,867.7464120877972
2009-08-01,978.5122948835916
2009-09-01,1031.0186780197187
2009-10-01,1066.1206537418843
2009-11-01,1097.3174014815222
2009-12-01,1133.6218774575932
2010-01-01,1150.7557270072025
2010-02-01,1098.5286936401476
2010-03-01,1190.2888241353508
2010-04-01,1257.2471819982188
2010-05-01,1147.4100631068154
2010-06-01,1085.3724081817322
2010-07-01,1079.9091761532181
2010-08-01,1090.104044317356
2010-09-01,1142.2637419620073
2010-10-01,1215.973934712786
2010-11-01,1256.9093178820376
2010-12-01,1319.6483633379298
2011-01-01,1376.765970713741
2011-02-01,1429.5214556559658
2011-03-01,1394.562844091014
2011-04-01,1428.1618648812228
2011-05-01,1433.3821061753274
2011-06-01,1358.8664709235527
2011-07-01,1414.2533608564854
2011-08-01,1204.304537565215
2011-09-01,1186.0558503032416
2011-10-01,1237.3485009370124
2011-11-01,1266.6119215711733
2011-12-01,1294.0786141584085
2012-01-01,1374.60958194177
2012-02-01,1446.857000872786
2012-03-01,1493.008360838293
2012-04-01,1485.6344995795184
2012-05-01,1420.5207200567247
2012-06-01,1395.8691466021755
2012-07-01,1450.956451735875
2012-08-01,1509.1968944232226
2012-09-01,1562.8931237532875
2012-10-01,1555.1366551639408
2012-11-01,1496.8155111189135
2012-12-01,1540.5753366007152
2013-01-01,1622.6743332226329
2013-02-01,1660.0629723580132
2013-03-01,1713.2983352590231
2013-04-01,1743.6255719891747
2013-05-01,1842.4418030718793
2013-06-01,1808.8179652893277
2013-07-01,1881.1271888965352
2013-08-01,1881.72957384832
2013-09-01,1905.182887015183
2013-10-01,1956.4996652366958
2013-11-01,2051.9446169916496
2013-12-01,2087.5456103195656
2014-01-01,2103.670053673819
2014-02-01,2090.847399339727
2014-03-01,2149.3494036482243
2014-04-01,2145.858428618748
2014-05-01,2177.842533886209
2014-06-01,2257.89582842132
2014-07-01,2296.031517522519
2014-08-01,2281.873191368928
2014-09-01,2326.5588601120926
2014-10-01,2249.4191389987086
2014-11-01,2412.6822607916592
2014-12-01,2435.514110280354
2015-01-01,2404.8488288138865
2015-02-01,2476.5959882136117
2015-03-01,2463.973332512654
2015-04-01,2482.2205002397627
2015-05-01,2498.7703674638074
2015-06-01,2474.930690801189
2015-07-01,2467.33054013914
2015-08-01,2391.2313257746973
2015-09-01,2255.807124105599
2015-10-01,2372.407364223186
2015-11-01,2456.1720668710327
2015-12-01,2423.0404624753332
2016-01-01,2224.579420088998
2016-02-01,2202.893616540405
2016-03-01,2366.2541748911735
2016-04-01,2436.218576183612
2016-05-01,2415.6587840054567
2016-06-01,2436.937113939238
2016-07-01,2532.730666391186
2016-08-01,2562.9246656677115
2016-09-01,2540.131945861922
2016-10-01,2517.273541149196
2016-11-01,2551.3145039112155
2016-12-01,2667.801880539207
2017-01-01,2698.96798772848
2017-02-01,2771.927558923371
2017-03-01,2823.240620212212
2017-04-01,2807.517318688863
2017-05-01,2857.3653048619035
2017-06-01,2910.7705718871534
2017-07-01,2940.6541508329574
2017-08-01,2938.384626724676
2017-09-01,2980.8810080596136
2017-10-01,3072.9308638332714
2017-11-01,3124.781138444856
2017-12-01,3226.131220821585
